obs_id,individual_id,group_id,obs_date,year,month,season,session_duration_min,foraging_rate_pct,agonistic_events,affiliation_events,nearest_neighbour_dist_m,observer_id
2419,218,6,2016-01-11,2016,1,dry,62,33.2,0,2,2.7,OBS_05
2420,311,9,2010-03-11,2010,3,wet,32,45.4,1,0,11.3,OBS_05
2421,311,9,2010-06-27,2010,6,dry,58,43.9,1,2,6.8,OBS_07
2422,311,9,2010-03-24,2010,3,wet,74,40.6,0,2,12.9,OBS_06
2423,311,9,2010-07-21,2010,7,dry,37,41.8,0,2,20.7,OBS_03
2424,311,9,2010-08-17,2010,8,dry,64,36.9,1,3,15.3,OBS_04
2425,311,9,2010-12-21,2010,12,dry,43,41.3,0,4,13.0,OBS_03
2426,471,12,2011-02-18,2011,2,dry,50,22.2,0,2,13.0,OBS_07
2427,471,12,2011-08-05,2011,8,dry,51,28.3,0,1,17.4,OBS_05
2428,471,12,2011-10-12,2011,10,wet,50,31.0,1,2,10.4,OBS_01
2429,471,12,2011-04-18,2011,4,wet,35,36.5,0,2,4.9,OBS_01
2430,471,12,2011-02-14,2011,2,dry,61,16.8,1,0,7.3,OBS_04
2431,78,2,2022-11-24,2022,11,wet,47,43.7,6,3,28.2,OBS_05
2432,78,2,2022-11-07,2022,11,wet,69,38.2,1,2,2.2,OBS_03
2433,78,2,2022-02-25,2022,2,dry,97,30.6,1,2,3.2,OBS_05
2434,78,2,2022-07-20,2022,7,dry,40,41.3,0,1,8.9,OBS_06
2435,78,2,2022-09-27,2022,9,wet,73,42.9,2,1,7.9,OBS_07
2436,314,9,2010-07-20,2010,7,dry,45,51.2,2,0,1.1,OBS_05
2437,314,9,2010-01-28,2010,1,dry,66,45.9,0,3,10.3,OBS_03
2438,314,9,2010-09-17,2010,9,wet,67,73.5,0,4,0.3,OBS_01
2439,64,2,2019-10-17,2019,10,wet,60,44.8,1,1,12.3,OBS_01
2440,64,2,2019-12-23,2019,12,dry,51,31.5,2,0,5.4,OBS_06
2441,64,2,2019-04-10,2019,4,wet,50,36.6,1,0,6.7,OBS_04
2442,142,4,2019-08-22,2019,8,dry,35,31.4,2,2,7.1,OBS_01
2443,142,4,2019-02-18,2019,2,dry,36,32.4,0,0,9.8,OBS_07
2444,142,4,2019-12-29,2019,12,dry,47,28.9,2,0,2.5,OBS_01
2445,222,6,2011-03-12,2011,3,wet,60,33.6,2,0,8.4,OBS_05
2446,222,6,2011-12-31,2011,12,dry,38,11.7,3,0,27.7,OBS_01
2447,222,6,2011-08-18,2011,8,dry,48,22.2,1,0,0.2,OBS_02
2448,222,6,2011-03-26,2011,3,wet,56,27.0,1,1,0.1,OBS_01
2449,4,1,2013-04-21,2013,4,wet,44,54.7,0,2,12.2,OBS_01
2450,4,1,2013-12-23,2013,12,dry,54,41.8,0,1,8.9,OBS_01
2451,4,1,2013-09-05,2013,9,wet,71,48.6,2,2,0.1,OBS_05
2452,4,1,2013-05-02,2013,5,wet,57,47.6,1,4,8.3,OBS_01
2453,4,1,2013-05-11,2013,5,wet,44,48.8,1,1,34.5,OBS_01
2454,24,1,2013-10-02,2013,10,wet,66,45.8,1,3,17.4,OBS_04
2455,24,1,2013-01-24,2013,1,dry,52,29.0,0,2,11.2,OBS_02
2456,24,1,2013-05-12,2013,5,wet,74,36.5,2,2,33.8,OBS_01
2457,24,1,2013-05-20,2013,5,wet,46,42.8,0,6,21.6,OBS_04
2458,24,1,2013-03-18,2013,3,wet,33,39.1,0,2,8.9,OBS_04
2459,24,1,2013-10-17,2013,10,wet,54,44.7,1,1,16.0,OBS_02
2460,23,1,2022-11-21,2022,11,wet,58,59.6,1,6,22.0,OBS_04
2461,23,1,2022-03-01,2022,3,wet,32,52.0,1,2,1.8,OBS_05
2462,23,1,2022-09-06,2022,9,wet,38,57.8,0,0,10.0,OBS_07
2463,466,12,2018-01-14,2018,1,dry,67,50.2,1,0,4.1,OBS_01
2464,466,12,2018-03-26,2018,3,wet,50,54.2,0,3,4.3,OBS_01
2465,466,12,2018-05-01,2018,5,wet,62,69.3,0,2,15.2,OBS_07
2466,462,12,2014-01-23,2014,1,dry,70,54.7,0,3,0.1,OBS_07
2467,462,12,2014-02-14,2014,2,dry,68,52.0,1,1,7.7,OBS_02
2468,462,12,2014-10-15,2014,10,wet,64,53.1,0,4,6.6,OBS_07
2469,206,5,2023-03-12,2023,3,wet,62,53.3,1,1,1.4,OBS_05
2470,206,5,2023-08-16,2023,8,dry,80,39.2,0,0,12.4,OBS_03
2471,206,5,2023-11-13,2023,11,wet,52,52.4,1,2,2.6,OBS_03
2472,206,5,2023-11-25,2023,11,wet,49,35.3,2,1,0.3,OBS_05
2473,206,5,2023-04-02,2023,4,wet,51,44.8,3,2,3.1,OBS_01
2474,206,5,2023-07-27,2023,7,dry,61,40.4,0,1,7.9,OBS_01
2475,106,3,2013-08-11,2013,8,dry,76,38.7,0,1,6.5,OBS_05
2476,106,3,2013-12-03,2013,12,dry,37,34.3,1,3,4.7,OBS_07
2477,106,3,2013-01-04,2013,1,dry,31,33.8,0,6,4.8,OBS_05
2478,106,3,2013-05-04,2013,5,wet,68,40.0,1,7,5.1,OBS_04
2479,106,3,2013-07-31,2013,7,dry,54,37.0,0,4,13.0,OBS_01
2480,278,7,2023-03-30,2023,3,wet,43,61.5,0,4,1.8,OBS_05
2481,278,7,2023-05-08,2023,5,wet,65,53.2,2,2,13.1,OBS_01
2482,278,7,2023-02-01,2023,2,dry,56,53.1,1,2,4.7,OBS_02
2483,278,7,2023-08-18,2023,8,dry,45,47.3,0,0,33.0,OBS_07
2484,278,7,2023-09-16,2023,9,wet,58,55.9,1,5,0.1,OBS_04
2485,278,7,2023-01-21,2023,1,dry,61,52.2,1,3,7.8,OBS_07
2486,310,9,2016-09-13,2016,9,wet,73,58.7,0,5,2.0,OBS_07
2487,310,9,2016-09-02,2016,9,wet,35,61.1,0,1,0.7,OBS_05
2488,310,9,2016-09-28,2016,9,wet,60,71.0,0,2,0.3,OBS_04
2489,310,9,2016-09-28,2016,9,wet,72,63.9,1,3,11.0,OBS_07
2490,310,9,2016-10-13,2016,10,wet,41,60.6,0,2,8.6,OBS_03
2491,310,9,2016-09-25,2016,9,wet,85,64.2,0,2,0.4,OBS_06
2492,56,2,2017-10-08,2017,10,wet,56,44.6,0,1,3.7,OBS_05
2493,56,2,2017-10-30,2017,10,wet,66,47.0,0,2,0.8,OBS_02
2494,56,2,2017-01-04,2017,1,dry,61,43.4,2,1,26.4,OBS_01
2495,56,2,2017-07-30,2017,7,dry,54,46.0,0,6,5.1,OBS_02
2496,56,2,2017-10-12,2017,10,wet,38,46.8,1,3,2.0,OBS_06
2497,239,6,2016-10-19,2016,10,wet,50,73.4,0,2,7.4,OBS_01
2498,239,6,2016-03-10,2016,3,wet,61,68.0,2,0,9.1,OBS_01
2499,239,6,2016-01-05,2016,1,dry,53,66.1,2,2,12.7,OBS_06
2500,354,9,2019-10-03,2019,10,wet,50,42.6,0,2,0.5,OBS_04
2501,354,9,2019-11-16,2019,11,wet,51,41.8,3,0,0.3,OBS_07
2502,354,9,2019-09-16,2019,9,wet,59,45.2,1,1,13.1,OBS_04
2503,354,9,2019-06-01,2019,6,dry,44,30.9,0,2,2.2,OBS_02
2504,131,4,2023-07-29,2023,7,dry,56,51.2,2,2,1.3,OBS_01
2505,131,4,2023-11-22,2023,11,wet,50,61.5,1,2,32.5,OBS_02
2506,131,4,2023-01-16,2023,1,dry,52,51.2,1,0,7.2,OBS_06
2507,320,9,2018-08-07,2018,8,dry,65,45.4,1,4,24.4,OBS_05
2508,320,9,2018-08-15,2018,8,dry,65,43.9,0,2,41.7,OBS_03
2509,320,9,2018-10-05,2018,10,wet,37,59.7,0,1,1.1,OBS_05
2510,320,9,2018-01-21,2018,1,dry,47,44.7,1,3,14.2,OBS_01
2511,320,9,2018-06-22,2018,6,dry,66,39.8,0,2,4.0,OBS_05
2512,320,9,2018-07-26,2018,7,dry,31,46.8,0,3,2.5,OBS_07
2513,17,1,2015-02-19,2015,2,dry,31,49.1,2,3,25.2,OBS_03
2514,17,1,2015-10-29,2015,10,wet,40,61.9,1,5,11.8,OBS_03
2515,17,1,2015-05-03,2015,5,wet,55,55.0,0,2,8.8,OBS_04
2516,17,1,2015-03-02,2015,3,wet,53,54.5,0,0,4.2,OBS_02
2517,477,12,2021-08-04,2021,8,dry,53,42.2,1,2,2.6,OBS_02
2518,477,12,2021-07-22,2021,7,dry,34,41.1,0,4,26.4,OBS_04
2519,477,12,2021-01-22,2021,1,dry,67,38.1,3,0,9.4,OBS_03
2520,477,12,2021-11-24,2021,11,wet,66,47.1,2,2,11.0,OBS_03
2521,477,12,2021-03-24,2021,3,wet,59,51.1,2,5,15.9,OBS_07
2522,462,12,2010-04-06,2010,4,wet,63,57.8,0,6,5.2,OBS_07
2523,462,12,2010-05-04,2010,5,wet,56,61.2,1,4,5.8,OBS_07
2524,462,12,2010-01-29,2010,1,dry,74,58.9,1,2,7.5,OBS_07
2525,278,7,2017-11-28,2017,11,wet,54,58.6,0,5,0.3,OBS_02
2526,278,7,2017-07-25,2017,7,dry,54,59.2,2,5,4.9,OBS_06
2527,278,7,2017-09-30,2017,9,wet,76,62.2,1,2,36.1,OBS_05
2528,278,7,2017-06-19,2017,6,dry,60,57.4,0,3,17.2,OBS_06
2529,109,3,2022-09-25,2022,9,wet,43,27.4,0,3,11.7,OBS_07
2530,109,3,2022-08-26,2022,8,dry,65,20.8,0,0,4.1,OBS_02
2531,109,3,2022-03-30,2022,3,wet,52,26.2,1,3,27.1,OBS_06
2532,109,3,2022-12-12,2022,12,dry,63,21.1,0,4,3.6,OBS_07
2533,109,3,2022-06-30,2022,6,dry,54,15.3,1,5,0.3,OBS_01
2534,56,2,2010-12-31,2010,12,dry,66,32.0,0,1,14.3,OBS_02
2535,56,2,2010-06-02,2010,6,dry,78,44.9,0,2,5.0,OBS_05
2536,56,2,2010-09-15,2010,9,wet,52,51.7,1,2,2.4,OBS_02
2537,192,5,2016-01-07,2016,1,dry,57,41.4,2,1,0.4,OBS_07
2538,192,5,2016-04-10,2016,4,wet,57,48.9,1,2,13.8,OBS_07
2539,192,5,2016-09-06,2016,9,wet,66,53.3,0,2,1.1,OBS_06
2540,192,5,2016-05-21,2016,5,wet,43,45.8,1,0,1.6,OBS_02
2541,253,6,2018-02-06,2018,2,dry,43,25.5,0,1,0.8,OBS_05
2542,253,6,2018-09-24,2018,9,wet,48,43.5,0,1,17.8,OBS_04
2543,253,6,2018-10-03,2018,10,wet,54,48.1,0,4,0.9,OBS_06
2544,253,6,2018-02-01,2018,2,dry,58,25.7,0,4,1.7,OBS_05
2545,253,6,2018-03-21,2018,3,wet,69,46.4,1,3,22.5,OBS_07
2546,262,6,2023-02-10,2023,2,dry,40,45.9,0,3,3.8,OBS_01
2547,262,6,2023-12-01,2023,12,dry,43,32.7,1,4,10.1,OBS_06
2548,262,6,2023-03-25,2023,3,wet,70,47.5,0,2,0.6,OBS_05
2549,485,12,2021-03-23,2021,3,wet,59,34.7,2,1,10.9,OBS_01
2550,485,12,2021-12-11,2021,12,dry,49,32.2,2,1,9.3,OBS_03
2551,485,12,2021-09-16,2021,9,wet,62,34.6,2,3,2.7,OBS_06
2552,485,12,2021-10-13,2021,10,wet,68,37.4,3,1,5.0,OBS_04
2553,485,12,2021-09-30,2021,9,wet,44,38.1,3,0,1.4,OBS_02
2554,485,12,2021-05-02,2021,5,wet,55,38.3,2,1,2.7,OBS_05
2555,299,8,2018-04-07,2018,4,wet,35,44.9,0,3,2.8,OBS_04
2556,299,8,2018-11-15,2018,11,wet,67,38.1,1,1,9.1,OBS_01
2557,299,8,2018-06-01,2018,6,dry,49,37.1,1,2,3.9,OBS_01
2558,324,9,2015-09-21,2015,9,wet,36,51.8,0,2,7.8,OBS_05
2559,324,9,2015-10-30,2015,10,wet,43,61.2,1,1,13.8,OBS_02
2560,324,9,2015-06-13,2015,6,dry,56,36.2,0,0,17.4,OBS_03
2561,324,9,2015-09-09,2015,9,wet,63,53.5,2,0,1.7,OBS_04
2562,324,9,2015-11-13,2015,11,wet,77,58.9,2,0,6.7,OBS_01
2563,324,9,2015-11-05,2015,11,wet,66,51.6,3,2,4.0,OBS_01
2564,175,5,2020-03-04,2020,3,wet,83,48.7,1,0,5.0,OBS_07
2565,175,5,2020-01-06,2020,1,dry,49,43.8,0,1,4.7,OBS_04
2566,175,5,2020-04-10,2020,4,wet,50,48.4,0,0,8.3,OBS_01
2567,2,1,2023-07-09,2023,7,dry,46,24.8,1,1,1.4,OBS_04
2568,2,1,2023-03-23,2023,3,wet,63,32.5,1,3,3.2,OBS_06
2569,2,1,2023-04-13,2023,4,wet,57,31.5,3,2,18.3,OBS_01
2570,2,1,2023-07-05,2023,7,dry,51,20.4,1,2,1.1,OBS_05
2571,2,1,2023-02-13,2023,2,dry,63,27.9,0,2,28.8,OBS_01
2572,2,1,2023-10-05,2023,10,wet,76,37.4,0,3,0.8,OBS_07
2573,15,1,2011-02-16,2011,2,dry,41,47.6,1,1,38.0,OBS_03
2574,15,1,2011-06-03,2011,6,dry,40,39.7,0,4,3.9,OBS_03
2575,15,1,2011-08-03,2011,8,dry,64,39.3,0,5,12.7,OBS_02
2576,112,3,2018-12-18,2018,12,dry,50,52.6,0,4,2.9,OBS_02
2577,112,3,2018-10-15,2018,10,wet,51,65.8,0,3,3.2,OBS_06
2578,112,3,2018-02-11,2018,2,dry,54,50.2,1,1,23.9,OBS_06
2579,34,1,2017-05-12,2017,5,wet,55,47.1,1,1,4.7,OBS_02
2580,34,1,2017-02-02,2017,2,dry,60,34.5,2,1,0.1,OBS_05
2581,34,1,2017-03-14,2017,3,wet,56,51.8,0,0,7.9,OBS_07
2582,34,1,2017-04-27,2017,4,wet,36,54.9,1,0,1.8,OBS_05
2583,415,11,2022-02-28,2022,2,dry,40,41.2,1,1,8.6,OBS_02
2584,415,11,2022-10-28,2022,10,wet,60,48.4,0,4,13.1,OBS_04
2585,415,11,2022-11-10,2022,11,wet,39,57.6,0,2,5.5,OBS_06
2586,415,11,2022-07-14,2022,7,dry,53,39.3,1,4,6.0,OBS_02
2587,415,11,2022-01-19,2022,1,dry,62,41.1,0,0,8.1,OBS_07
2588,415,11,2022-02-18,2022,2,dry,62,44.2,0,3,6.4,OBS_06
2589,498,12,2020-01-19,2020,1,dry,38,41.4,1,0,0.5,OBS_02
2590,498,12,2020-05-04,2020,5,wet,46,64.0,2,3,1.2,OBS_04
2591,498,12,2020-08-27,2020,8,dry,40,32.8,1,1,7.7,OBS_03
2592,498,12,2020-11-20,2020,11,wet,58,43.3,0,3,7.6,OBS_02
2593,164,5,2015-11-10,2015,11,wet,47,42.6,1,4,4.7,OBS_01
2594,164,5,2015-04-29,2015,4,wet,49,30.7,0,2,27.5,OBS_04
2595,164,5,2015-06-06,2015,6,dry,53,27.4,0,4,0.4,OBS_01
2596,164,5,2015-09-10,2015,9,wet,53,45.2,0,0,15.8,OBS_04
2597,164,5,2015-08-19,2015,8,dry,49,33.6,1,2,0.2,OBS_03
2598,164,5,2015-06-04,2015,6,dry,63,38.7,1,5,7.3,OBS_04
2599,182,5,2017-03-31,2017,3,wet,36,33.6,0,6,4.3,OBS_04
2600,182,5,2017-10-28,2017,10,wet,50,43.4,0,2,36.0,OBS_07
2601,182,5,2017-02-03,2017,2,dry,65,26.9,1,2,4.0,OBS_02
2602,303,8,2021-03-13,2021,3,wet,42,47.1,1,1,6.2,OBS_02
2603,303,8,2021-10-15,2021,10,wet,62,46.6,3,1,1.4,OBS_04
2604,303,8,2021-07-25,2021,7,dry,59,43.1,1,2,21.5,OBS_07
2605,303,8,2021-05-28,2021,5,wet,43,39.1,1,1,4.8,OBS_02
2606,242,6,2018-02-25,2018,2,dry,50,44.2,0,3,7.1,OBS_04
2607,242,6,2018-06-23,2018,6,dry,64,43.9,2,0,4.2,OBS_07
2608,242,6,2018-10-18,2018,10,wet,59,44.7,0,2,24.7,OBS_01
2609,242,6,2018-07-04,2018,7,dry,54,31.5,0,4,0.1,OBS_03
2610,329,9,2017-12-17,2017,12,dry,87,11.0,4,2,13.1,OBS_01
2611,329,9,2017-06-11,2017,6,dry,80,24.0,1,0,13.7,OBS_03
2612,329,9,2017-06-15,2017,6,dry,43,18.0,2,1,12.8,OBS_01
2613,329,9,2017-01-05,2017,1,dry,72,18.9,1,0,4.6,OBS_03
2614,329,9,2017-04-24,2017,4,wet,36,31.8,2,2,1.1,OBS_01
2615,64,2,2012-03-13,2012,3,wet,54,36.7,1,3,0.4,OBS_01
2616,64,2,2012-03-15,2012,3,wet,62,45.0,1,0,0.5,OBS_04
2617,64,2,2012-07-14,2012,7,dry,52,30.7,1,1,11.9,OBS_03
2618,64,2,2012-02-02,2012,2,dry,53,34.4,0,2,3.7,OBS_01
2619,64,2,2012-02-26,2012,2,dry,52,31.9,2,3,3.7,OBS_05
2620,469,12,2022-08-08,2022,8,dry,50,33.3,0,1,3.4,OBS_05
2621,469,12,2022-03-29,2022,3,wet,61,45.3,1,0,3.4,OBS_04
2622,469,12,2022-08-12,2022,8,dry,41,37.8,1,1,1.8,OBS_03
2623,458,12,2019-03-13,2019,3,wet,32,46.7,1,1,1.2,OBS_06
2624,458,12,2019-02-13,2019,2,dry,47,41.8,2,0,1.5,OBS_06
2625,458,12,2019-04-20,2019,4,wet,49,52.8,0,2,0.5,OBS_05
2626,458,12,2019-08-15,2019,8,dry,40,30.1,0,0,6.6,OBS_05
2627,458,12,2019-04-08,2019,4,wet,24,40.5,4,1,1.0,OBS_07
2628,458,12,2019-02-26,2019,2,dry,51,45.5,3,2,20.5,OBS_03
2629,51,2,2011-06-11,2011,6,dry,38,38.8,0,5,0.6,OBS_04
2630,51,2,2011-11-09,2011,11,wet,55,51.0,0,5,2.8,OBS_04
2631,51,2,2011-08-11,2011,8,dry,49,34.9,0,2,12.8,OBS_01
2632,63,2,2020-04-15,2020,4,wet,66,31.6,0,1,0.1,OBS_05
2633,63,2,2020-05-03,2020,5,wet,55,31.0,1,4,20.2,OBS_06
2634,63,2,2020-01-27,2020,1,dry,46,16.7,0,1,19.0,OBS_05
2635,63,2,2020-08-18,2020,8,dry,72,19.2,0,4,13.8,OBS_07
2636,257,6,2020-07-07,2020,7,dry,57,42.2,0,2,32.2,OBS_05
2637,257,6,2020-01-30,2020,1,dry,62,52.3,0,7,2.7,OBS_03
2638,257,6,2020-12-12,2020,12,dry,51,54.5,0,2,3.1,OBS_07
2639,257,6,2020-09-06,2020,9,wet,53,59.1,0,5,0.7,OBS_07
2640,257,6,2020-10-04,2020,10,wet,50,55.5,1,2,2.2,OBS_01
2641,257,6,2020-08-09,2020,8,dry,34,48.9,1,3,4.2,OBS_04
2642,155,5,2017-12-18,2017,12,dry,55,58.9,3,0,16.2,OBS_05
2643,155,5,2017-12-04,2017,12,dry,53,52.7,2,1,5.8,OBS_03
2644,155,5,2017-07-15,2017,7,dry,59,57.0,3,2,1.9,OBS_03
2645,155,5,2017-04-10,2017,4,wet,75,67.0,0,4,7.1,OBS_02
2646,155,5,2017-11-23,2017,11,wet,84,53.0,2,1,5.0,OBS_04
2647,23,1,2017-07-07,2017,7,dry,53,33.0,0,3,14.9,OBS_03
2648,23,1,2017-06-19,2017,6,dry,51,35.9,0,2,6.3,OBS_06
2649,23,1,2017-09-28,2017,9,wet,64,42.5,0,3,6.2,OBS_01
2650,23,1,2017-08-10,2017,8,dry,58,34.2,1,3,24.0,OBS_05
2651,58,2,2016-08-18,2016,8,dry,39,27.7,0,0,0.1,OBS_01
2652,58,2,2016-09-12,2016,9,wet,55,43.9,2,4,8.4,OBS_05
2653,58,2,2016-03-04,2016,3,wet,67,47.7,0,2,4.5,OBS_07
2654,58,2,2016-06-24,2016,6,dry,44,27.2,0,0,6.2,OBS_06
2655,164,5,2010-07-07,2010,7,dry,41,29.2,1,4,11.2,OBS_07
2656,164,5,2010-02-03,2010,2,dry,60,36.4,1,3,8.3,OBS_02
2657,164,5,2010-01-23,2010,1,dry,43,34.0,0,3,1.0,OBS_04
2658,164,5,2010-11-30,2010,11,wet,55,39.5,0,2,4.7,OBS_03
2659,164,5,2010-04-14,2010,4,wet,53,43.9,0,2,37.0,OBS_05
2660,414,11,2015-07-09,2015,7,dry,47,31.6,0,2,2.8,OBS_03
2661,414,11,2015-02-03,2015,2,dry,34,26.9,0,0,16.1,OBS_02
2662,414,11,2015-04-13,2015,4,wet,52,43.0,0,4,10.0,OBS_07
2663,7,1,2010-01-24,2010,1,dry,53,51.2,0,4,3.4,OBS_07
2664,7,1,2010-02-20,2010,2,dry,50,58.1,0,4,5.2,OBS_07
2665,7,1,2010-11-08,2010,11,wet,57,73.6,0,0,0.5,OBS_06
2666,7,1,2010-01-13,2010,1,dry,50,48.3,2,3,3.7,OBS_05
2667,7,1,2010-05-16,2010,5,wet,60,59.0,0,3,0.9,OBS_07
2668,66,2,2010-12-16,2010,12,dry,46,41.1,1,0,4.6,OBS_01
2669,66,2,2010-12-17,2010,12,dry,69,45.5,2,1,16.1,OBS_01
2670,66,2,2010-05-26,2010,5,wet,59,56.1,4,4,1.1,OBS_04
2671,66,2,2010-03-11,2010,3,wet,33,47.7,1,1,0.5,OBS_07
2672,15,1,2020-07-13,2020,7,dry,56,48.1,1,3,18.2,OBS_07
2673,15,1,2020-07-10,2020,7,dry,60,47.8,0,2,27.4,OBS_06
2674,15,1,2020-01-23,2020,1,dry,60,57.1,0,0,1.3,OBS_07
2675,76,2,2020-04-05,2020,4,wet,70,52.3,1,4,2.1,OBS_01
2676,76,2,2020-05-30,2020,5,wet,41,52.5,0,3,8.3,OBS_04
2677,76,2,2020-11-03,2020,11,wet,65,54.4,0,4,11.2,OBS_05
2678,78,2,2020-12-07,2020,12,dry,20,27.9,2,0,12.6,OBS_03
2679,78,2,2020-01-05,2020,1,dry,63,31.9,3,2,12.2,OBS_05
2680,78,2,2020-06-20,2020,6,dry,41,32.2,2,2,1.6,OBS_04
2681,78,2,2020-05-12,2020,5,wet,64,45.2,2,1,0.4,OBS_02
2682,431,11,2021-10-25,2021,10,wet,40,73.0,0,1,14.4,OBS_01
2683,431,11,2021-06-04,2021,6,dry,63,59.6,0,1,5.2,OBS_03
2684,431,11,2021-01-06,2021,1,dry,37,57.5,1,2,2.4,OBS_02
2685,431,11,2021-06-13,2021,6,dry,66,55.2,0,2,2.3,OBS_05
2686,431,11,2021-04-07,2021,4,wet,71,67.5,2,1,0.1,OBS_07
2687,216,6,2021-02-09,2021,2,dry,46,37.6,0,2,7.2,OBS_04
2688,216,6,2021-12-20,2021,12,dry,61,29.1,1,2,1.0,OBS_05
2689,216,6,2021-09-17,2021,9,wet,63,43.6,0,5,1.4,OBS_05
2690,216,6,2021-08-13,2021,8,dry,54,27.5,0,0,3.8,OBS_07
2691,216,6,2021-01-29,2021,1,dry,52,32.8,1,3,10.2,OBS_04
2692,173,5,2013-04-09,2013,4,wet,41,54.6,0,2,17.6,OBS_04
2693,173,5,2013-12-21,2013,12,dry,16,37.7,1,1,3.6,OBS_07
2694,173,5,2013-02-09,2013,2,dry,45,40.4,2,1,32.9,OBS_02
2695,173,5,2013-06-22,2013,6,dry,52,48.5,0,4,6.8,OBS_01
2696,173,5,2013-08-21,2013,8,dry,62,45.8,0,3,19.2,OBS_03
2697,173,5,2013-08-03,2013,8,dry,45,38.8,0,0,4.6,OBS_02
2698,282,7,2020-11-11,2020,11,wet,63,51.2,2,1,1.8,OBS_02
2699,282,7,2020-08-14,2020,8,dry,44,42.7,1,1,11.4,OBS_05
2700,282,7,2020-03-29,2020,3,wet,46,42.2,0,0,0.6,OBS_05
2701,282,7,2020-11-28,2020,11,wet,61,41.3,0,0,13.1,OBS_01
2702,282,7,2020-11-21,2020,11,wet,56,42.1,0,6,12.7,OBS_01
2703,282,7,2020-01-15,2020,1,dry,67,39.2,2,1,5.2,OBS_06
2704,119,4,2018-01-02,2018,1,dry,39,47.5,0,1,10.3,OBS_07
2705,119,4,2018-04-22,2018,4,wet,60,49.8,1,7,3.4,OBS_07
2706,119,4,2018-08-10,2018,8,dry,75,47.2,1,2,1.4,OBS_02
2707,119,4,2018-11-27,2018,11,wet,66,50.1,0,4,10.9,OBS_07
2708,77,2,2018-03-19,2018,3,wet,56,46.3,3,0,4.9,OBS_07
2709,77,2,2018-12-01,2018,12,dry,47,37.9,3,2,4.6,OBS_02
2710,77,2,2018-11-07,2018,11,wet,80,47.1,0,3,0.2,OBS_06
2711,77,2,2018-09-18,2018,9,wet,56,57.9,1,1,1.6,OBS_04
2712,77,2,2018-07-11,2018,7,dry,33,42.1,0,3,4.0,OBS_07
2713,326,9,2015-08-25,2015,8,dry,69,45.8,2,1,3.3,OBS_01
2714,326,9,2015-07-16,2015,7,dry,77,48.8,0,4,15.6,OBS_04
2715,326,9,2015-09-01,2015,9,wet,50,61.2,1,3,3.4,OBS_04
2716,326,9,2015-10-13,2015,10,wet,58,50.3,2,5,1.6,OBS_01
2717,326,9,2015-04-22,2015,4,wet,60,52.5,0,2,2.4,OBS_05
2718,326,9,2015-12-03,2015,12,dry,49,44.9,0,2,3.0,OBS_01
2719,111,3,2013-03-10,2013,3,wet,53,53.1,1,2,9.6,OBS_07
2720,111,3,2013-09-21,2013,9,wet,49,51.1,0,4,12.0,OBS_07
2721,111,3,2013-04-01,2013,4,wet,44,60.4,2,2,13.4,OBS_01
2722,111,3,2013-05-30,2013,5,wet,51,52.1,2,2,0.9,OBS_07
2723,25,1,2017-11-04,2017,11,wet,34,48.9,2,4,3.0,OBS_05
2724,25,1,2017-05-06,2017,5,wet,54,47.4,0,3,6.8,OBS_04
2725,25,1,2017-11-02,2017,11,wet,36,43.2,0,1,19.5,OBS_04
2726,58,2,2011-10-19,2011,10,wet,69,59.2,1,0,10.6,OBS_07
2727,58,2,2011-08-17,2011,8,dry,61,50.1,0,5,3.6,OBS_02
2728,58,2,2011-01-09,2011,1,dry,48,51.7,2,1,0.4,OBS_06
2729,58,2,2011-08-16,2011,8,dry,47,51.6,0,1,12.4,OBS_06
2730,467,12,2019-02-27,2019,2,dry,64,20.7,4,1,1.9,OBS_04
2731,467,12,2019-07-15,2019,7,dry,52,28.6,1,1,29.8,OBS_07
2732,467,12,2019-05-27,2019,5,wet,33,39.9,2,1,0.0,OBS_04
2733,445,11,2021-06-24,2021,6,dry,50,28.2,0,2,1.0,OBS_06
2734,445,11,2021-01-20,2021,1,dry,50,27.4,1,1,2.5,OBS_01
2735,445,11,2021-05-18,2021,5,wet,53,35.8,0,1,8.9,OBS_04
2736,445,11,2021-11-28,2021,11,wet,63,37.4,1,4,10.5,OBS_03
2737,14,1,2011-08-03,2011,8,dry,52,44.4,2,3,13.2,OBS_05
2738,14,1,2011-06-20,2011,6,dry,56,43.6,0,1,13.4,OBS_01
2739,14,1,2011-10-01,2011,10,wet,33,57.7,1,4,6.0,OBS_04
2740,14,1,2011-08-04,2011,8,dry,52,44.0,2,0,0.9,OBS_01
2741,14,1,2011-10-28,2011,10,wet,71,55.2,2,4,12.7,OBS_07
2742,14,1,2011-01-16,2011,1,dry,41,43.0,0,1,1.5,OBS_01
2743,87,2,2023-03-17,2023,3,wet,46,40.5,0,0,3.1,OBS_07
2744,87,2,2023-01-18,2023,1,dry,39,23.3,2,2,27.3,OBS_02
2745,87,2,2023-02-14,2023,2,dry,51,20.9,2,1,13.4,OBS_02
2746,87,2,2023-10-29,2023,10,wet,33,42.2,0,0,11.8,OBS_01
2747,87,2,2023-12-24,2023,12,dry,73,28.4,1,0,2.7,OBS_05
2748,87,2,2023-04-25,2023,4,wet,44,36.5,2,4,2.6,OBS_07
2749,132,4,2018-10-06,2018,10,wet,51,40.4,0,3,14.7,OBS_04
