individual_id,group_id,group_name,year,age,sex,dominance_rank,forage_pct,rest_pct,social_pct,travel_pct,body_condition_score,survived_next_year,group_size,n_silverbacks,n_blackbacks,n_adult_females,n_juveniles,n_infants,multi_male_group,habitat_quality_score,annual_rainfall_mm,lagged_rainfall_mm,n_obs_sessions,mean_foraging_pct,mean_agonistic,mean_affiliation,mean_nn_dist_m,n_wet_sessions,n_dry_sessions
224,6,Hirwa,2010,2,F,2,44.8,33.1,13.7,8.4,3.31,1,13,2,1,6,1,3,1,2.74,1133.2,,5.0,43.18,0.6,0.8,10.28,3.0,2.0
224,6,Hirwa,2011,3,F,6,43.8,23.0,8.6,24.6,2.98,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,3.0,38.17,1.0,1.67,7.43,0.0,3.0
224,6,Hirwa,2012,4,F,6,49.6,30.6,22.3,0.0,2.97,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,5.0,44.5,0.6,2.8,5.34,0.0,5.0
224,6,Hirwa,2013,5,F,1,30.4,31.1,18.3,20.2,2.64,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,,,,,,,
224,6,Hirwa,2014,6,F,1,57.8,32.8,6.5,2.9,3.35,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
224,6,Hirwa,2015,7,F,6,50.8,36.8,15.2,0.0,2.77,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,6.0,48.93,0.67,2.33,13.42,3.0,3.0
224,6,Hirwa,2016,8,F,5,47.2,35.5,15.7,1.6,4.35,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
224,6,Hirwa,2017,9,F,2,48.5,39.8,16.3,0.0,4.3,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,3.0,53.43,0.0,1.67,4.73,3.0,0.0
224,6,Hirwa,2018,10,F,3,53.8,29.9,14.7,1.6,2.78,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,3.0,54.53,0.33,0.67,2.83,1.0,2.0
224,6,Hirwa,2019,11,F,2,49.2,17.9,15.7,17.2,2.56,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,5.0,48.6,0.8,2.2,5.2,3.0,2.0
224,6,Hirwa,2020,12,F,6,37.2,31.4,18.6,12.8,3.78,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,3.0,35.77,0.33,3.0,2.43,1.0,2.0
224,6,Hirwa,2021,13,F,6,46.9,28.3,16.4,8.4,3.81,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,,,,,,,
224,6,Hirwa,2022,14,F,1,44.1,21.3,22.8,11.8,2.6,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
224,6,Hirwa,2023,15,F,7,38.4,21.2,13.1,27.3,3.17,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,3.0,29.43,0.33,2.0,5.33,0.0,3.0
225,6,Hirwa,2010,18,F,5,53.4,14.6,16.8,15.2,3.09,1,13,2,1,6,1,3,1,2.74,1133.2,,,,,,,,
225,6,Hirwa,2011,19,F,1,45.7,34.5,18.2,1.6,4.0,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,5.0,46.16,0.8,2.6,12.72,3.0,2.0
225,6,Hirwa,2012,20,F,5,35.6,26.3,7.8,30.3,3.68,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
225,6,Hirwa,2013,21,F,6,41.8,29.0,17.6,11.6,4.0,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,5.0,41.88,0.4,2.8,10.24,2.0,3.0
225,6,Hirwa,2014,22,F,1,51.4,25.5,17.8,5.3,3.33,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,4.0,52.5,0.25,2.75,9.65,3.0,1.0
225,6,Hirwa,2015,23,F,3,51.9,30.3,13.9,3.9,3.11,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,6.0,52.97,0.33,3.17,5.55,3.0,3.0
225,6,Hirwa,2016,24,F,1,56.6,24.3,20.0,0.0,3.7,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
225,6,Hirwa,2017,25,F,7,55.7,32.1,12.7,0.0,4.56,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,6.0,50.83,0.33,2.67,16.63,2.0,4.0
225,6,Hirwa,2018,26,F,4,53.7,29.1,13.8,3.4,2.35,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
225,6,Hirwa,2019,27,F,4,51.1,25.3,20.5,3.1,3.47,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,6.0,53.1,0.33,3.0,2.78,3.0,3.0
225,6,Hirwa,2020,28,F,8,43.3,31.6,16.1,9.0,2.76,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
225,6,Hirwa,2021,29,F,6,46.3,28.2,13.3,12.2,2.26,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,5.0,42.76,0.8,2.0,5.64,1.0,4.0
225,6,Hirwa,2022,30,F,3,34.1,28.7,11.2,26.0,2.99,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
225,6,Hirwa,2023,31,F,6,44.7,35.9,14.2,5.2,3.28,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
226,6,Hirwa,2010,12,F,3,47.6,22.7,11.6,18.1,2.75,1,13,2,1,6,1,3,1,2.74,1133.2,,5.0,49.86,0.4,2.2,4.94,4.0,1.0
226,6,Hirwa,2011,13,F,2,42.2,26.7,16.8,14.3,3.75,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,6.0,43.42,0.67,3.17,5.18,3.0,3.0
226,6,Hirwa,2012,14,F,1,63.5,25.2,4.1,7.2,2.05,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,3.0,61.9,0.0,2.33,6.57,1.0,2.0
226,6,Hirwa,2013,15,F,2,33.2,32.0,27.6,7.2,3.82,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,5.0,30.66,0.8,3.4,9.3,3.0,2.0
226,6,Hirwa,2014,16,F,1,36.9,28.8,7.9,26.4,2.04,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,6.0,38.75,0.67,2.83,5.88,3.0,3.0
226,6,Hirwa,2015,17,F,3,40.5,31.9,12.2,15.4,2.75,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,6.0,38.62,0.33,2.5,15.95,2.0,4.0
226,6,Hirwa,2016,18,F,4,25.6,45.3,7.8,21.3,3.33,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,3.0,23.73,0.0,5.0,5.73,1.0,2.0
226,6,Hirwa,2017,19,F,3,39.6,30.9,19.0,10.5,4.4,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,6.0,41.47,0.83,1.67,5.53,3.0,3.0
226,6,Hirwa,2018,20,F,4,47.4,26.3,15.3,11.0,2.56,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,5.0,45.72,0.2,3.6,5.9,2.0,3.0
226,6,Hirwa,2019,21,F,1,47.6,28.6,6.9,16.9,3.54,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,5.0,44.3,0.6,2.8,13.64,2.0,3.0
226,6,Hirwa,2020,22,F,9,45.0,26.1,16.4,12.5,3.26,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,6.0,42.12,0.5,2.5,7.02,2.0,4.0
226,6,Hirwa,2021,23,F,5,47.2,35.0,14.1,3.7,2.1,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,6.0,54.75,0.5,1.83,10.2,5.0,1.0
226,6,Hirwa,2022,24,F,9,46.0,22.7,11.8,19.5,3.31,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
226,6,Hirwa,2023,25,F,4,29.2,23.1,16.1,31.6,2.94,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
227,6,Hirwa,2010,12,F,5,57.6,22.3,15.2,4.9,2.89,1,13,2,1,6,1,3,1,2.74,1133.2,,,,,,,,
227,6,Hirwa,2011,13,F,4,54.9,13.7,22.8,8.6,3.31,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,4.0,54.18,0.25,1.25,3.75,2.0,2.0
227,6,Hirwa,2012,14,F,6,48.6,20.8,11.9,18.7,3.73,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,3.0,57.63,0.33,2.67,3.5,2.0,1.0
227,6,Hirwa,2013,15,F,5,44.7,32.8,13.3,9.2,2.97,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,5.0,47.36,0.2,2.2,5.5,4.0,1.0
227,6,Hirwa,2014,16,F,3,40.8,26.6,11.9,20.7,2.62,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
227,6,Hirwa,2015,17,F,6,38.8,39.1,13.7,8.4,3.79,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,6.0,36.53,0.5,3.5,4.6,4.0,2.0
227,6,Hirwa,2016,18,F,4,36.1,30.7,10.4,22.8,3.71,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,6.0,38.72,0.67,2.17,13.33,5.0,1.0
227,6,Hirwa,2017,19,F,8,54.0,29.4,23.0,0.0,3.96,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,6.0,55.57,0.5,2.67,7.37,4.0,2.0
227,6,Hirwa,2018,20,F,1,45.5,15.9,15.9,22.7,2.46,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
227,6,Hirwa,2019,21,F,7,58.4,34.4,20.0,0.0,3.34,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,6.0,64.5,0.17,3.17,5.62,4.0,2.0
227,6,Hirwa,2020,22,F,9,20.2,31.6,12.4,35.8,3.33,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
227,6,Hirwa,2021,23,F,3,50.6,30.7,10.6,8.1,2.48,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,,,,,,,
227,6,Hirwa,2022,24,F,5,44.6,29.4,15.8,10.2,2.37,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,3.0,40.5,1.0,2.0,11.67,1.0,2.0
227,6,Hirwa,2023,25,F,4,42.1,23.2,12.5,22.2,2.82,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
228,6,Hirwa,2010,7,M,5,44.7,26.8,10.9,17.6,3.03,1,13,2,1,6,1,3,1,2.74,1133.2,,6.0,40.43,1.17,2.0,7.47,3.0,3.0
228,6,Hirwa,2011,8,M,3,52.6,31.2,21.7,0.0,3.13,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,,,,,,,
228,6,Hirwa,2012,9,M,4,44.7,28.1,21.5,5.7,2.17,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
228,6,Hirwa,2013,10,M,4,53.2,31.8,16.1,0.0,2.89,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,3.0,49.1,3.0,1.0,5.9,1.0,2.0
228,6,Hirwa,2014,11,M,4,56.8,28.0,12.4,2.8,3.26,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
228,6,Hirwa,2015,12,M,2,38.7,37.0,18.9,5.4,2.47,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,3.0,42.17,1.33,1.0,15.03,1.0,2.0
228,6,Hirwa,2016,13,M,2,42.3,32.4,13.9,11.4,3.86,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,3.0,43.6,3.33,0.33,4.3,1.0,2.0
228,6,Hirwa,2017,14,M,1,41.0,22.2,11.5,25.3,3.65,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,3.0,43.67,1.33,1.33,8.67,3.0,0.0
228,6,Hirwa,2018,15,M,2,40.2,30.2,12.6,17.0,2.58,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
228,6,Hirwa,2019,16,M,1,29.5,24.5,10.0,36.0,2.53,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,6.0,32.72,1.67,1.33,11.97,2.0,4.0
228,6,Hirwa,2020,17,M,1,38.7,32.0,12.2,17.1,3.14,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,4.0,35.98,2.0,1.0,11.97,2.0,2.0
228,6,Hirwa,2021,18,M,1,47.0,19.3,13.8,19.9,4.64,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,3.0,42.0,1.0,0.33,4.27,1.0,2.0
228,6,Hirwa,2022,19,M,2,48.8,36.6,13.3,1.3,2.37,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,6.0,49.93,1.33,0.5,4.27,1.0,5.0
228,6,Hirwa,2023,20,M,1,37.1,33.2,5.8,23.9,2.88,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
229,6,Hirwa,2011,0,M,7,44.2,34.7,12.6,8.5,2.96,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,3.0,48.03,1.67,0.33,17.27,3.0,0.0
229,6,Hirwa,2012,1,M,3,40.6,23.7,10.3,25.4,3.99,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
229,6,Hirwa,2013,2,M,3,48.4,29.0,13.1,9.5,2.94,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,,,,,,,
229,6,Hirwa,2014,3,M,4,44.2,27.6,19.2,9.0,2.81,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,4.0,43.22,2.25,1.0,2.67,2.0,2.0
229,6,Hirwa,2015,4,M,5,42.2,32.2,14.3,11.3,2.75,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,,,,,,,
229,6,Hirwa,2016,5,M,4,56.8,31.7,14.1,0.0,3.28,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
229,6,Hirwa,2017,6,M,5,45.8,28.4,11.0,14.8,3.79,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,5.0,46.18,1.2,1.0,6.84,3.0,2.0
229,6,Hirwa,2018,7,M,3,26.5,26.4,13.7,33.4,2.38,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
229,6,Hirwa,2019,8,M,6,42.1,36.8,9.1,12.0,3.39,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
229,6,Hirwa,2020,9,M,5,40.3,23.4,15.4,20.9,3.56,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
229,6,Hirwa,2021,10,M,3,43.5,31.7,18.1,6.7,2.93,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,4.0,33.17,1.75,1.5,8.72,1.0,3.0
229,6,Hirwa,2022,11,M,7,36.5,24.5,17.3,21.7,2.77,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,4.0,42.08,1.25,2.25,9.05,3.0,1.0
229,6,Hirwa,2023,12,M,2,35.0,41.6,12.4,11.0,2.27,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
230,6,Hirwa,2011,0,M,7,47.6,37.1,18.2,0.0,3.05,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,,,,,,,
230,6,Hirwa,2012,1,M,3,34.1,44.6,11.3,10.0,3.38,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
230,6,Hirwa,2013,2,M,7,43.7,28.3,13.9,14.1,2.8,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,3.0,45.37,1.33,0.67,7.93,1.0,2.0
230,6,Hirwa,2014,3,M,3,30.8,22.6,11.8,34.8,2.7,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
230,6,Hirwa,2015,4,M,6,18.4,26.5,14.7,40.4,3.21,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,6.0,15.6,1.17,1.0,7.98,2.0,4.0
230,6,Hirwa,2016,5,M,4,40.3,32.0,12.9,14.8,3.9,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,5.0,36.32,1.2,2.2,8.62,2.0,3.0
230,6,Hirwa,2017,6,M,3,30.6,22.1,18.4,28.9,4.19,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,,,,,,,
230,6,Hirwa,2018,7,M,6,47.2,23.8,10.3,18.7,2.39,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,3.0,48.27,1.0,2.67,13.6,1.0,2.0
230,6,Hirwa,2019,8,M,3,46.9,26.5,16.6,10.0,2.81,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
230,6,Hirwa,2020,9,M,4,50.1,26.1,19.5,4.3,3.97,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,6.0,46.68,1.67,2.33,9.52,2.0,4.0
230,6,Hirwa,2021,10,M,6,48.7,28.9,10.3,12.1,2.16,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,4.0,45.35,2.25,0.75,9.55,3.0,1.0
230,6,Hirwa,2022,11,M,6,43.7,22.1,16.4,17.8,3.42,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
230,6,Hirwa,2023,12,M,2,39.2,30.7,23.5,6.6,3.69,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,4.0,41.92,1.0,0.75,7.28,4.0,0.0
231,6,Hirwa,2011,0,F,6,51.0,27.7,19.5,1.8,2.44,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,3.0,54.23,0.67,3.33,3.07,2.0,1.0
231,6,Hirwa,2012,1,F,2,45.1,33.2,21.5,0.2,3.14,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
231,6,Hirwa,2013,2,F,7,33.6,16.1,10.3,40.0,3.98,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,3.0,30.83,0.67,3.0,5.93,1.0,2.0
231,6,Hirwa,2014,3,F,5,41.8,39.8,15.4,3.0,3.06,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,5.0,43.46,0.6,2.8,11.36,3.0,2.0
231,6,Hirwa,2015,4,F,5,37.2,21.1,5.0,36.7,2.49,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,5.0,32.6,0.4,2.2,6.18,1.0,4.0
231,6,Hirwa,2016,5,F,4,53.6,33.9,19.4,0.0,3.56,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,3.0,51.43,0.33,3.0,8.17,2.0,1.0
231,6,Hirwa,2017,6,F,4,43.2,29.8,17.5,9.5,4.65,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,,,,,,,
231,6,Hirwa,2018,7,F,6,43.7,42.9,16.6,0.0,2.5,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
231,6,Hirwa,2019,8,F,6,50.7,31.0,8.5,9.8,2.8,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,6.0,50.17,0.67,3.33,5.28,3.0,3.0
231,6,Hirwa,2020,9,F,5,52.4,37.7,15.1,0.0,3.6,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
231,6,Hirwa,2021,10,F,1,38.8,30.7,13.6,16.9,3.56,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,6.0,35.53,0.17,2.67,5.27,2.0,4.0
231,6,Hirwa,2022,11,F,2,47.1,33.8,18.2,0.9,4.08,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,5.0,48.06,1.2,1.4,8.52,3.0,2.0
231,6,Hirwa,2023,12,F,3,33.8,34.3,9.0,22.9,3.16,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
232,6,Hirwa,2011,0,F,1,41.1,28.4,12.3,18.2,2.79,0,15,2,1,7,3,2,1,2.74,969.9,1133.2,,,,,,,
233,6,Hirwa,2011,0,M,4,52.5,30.5,14.3,2.7,2.84,1,15,2,1,7,3,2,1,2.74,969.9,1133.2,4.0,53.33,1.5,1.0,5.3,2.0,2.0
233,6,Hirwa,2012,1,M,5,53.4,26.3,15.9,4.4,2.55,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
233,6,Hirwa,2013,2,M,4,59.6,28.0,16.0,0.0,2.83,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,4.0,60.15,1.5,1.5,21.05,3.0,1.0
233,6,Hirwa,2014,3,M,3,44.9,26.6,19.0,9.5,3.6,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
233,6,Hirwa,2015,4,M,5,53.6,27.2,20.3,0.0,1.76,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,,,,,,,
233,6,Hirwa,2016,5,M,7,39.0,27.6,10.0,23.4,3.41,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
233,6,Hirwa,2017,6,M,7,36.8,44.7,18.7,0.0,3.76,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,,,,,,,
233,6,Hirwa,2018,7,M,7,43.9,25.7,10.6,19.8,2.84,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,,,,,,,
233,6,Hirwa,2019,8,M,6,43.8,36.7,16.9,2.6,2.64,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
233,6,Hirwa,2020,9,M,4,53.7,15.0,16.3,15.0,3.33,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
233,6,Hirwa,2021,10,M,6,47.7,27.9,11.7,12.7,2.3,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,3.0,40.37,2.33,0.67,5.53,1.0,2.0
233,6,Hirwa,2022,11,M,7,46.5,31.7,10.3,11.5,3.15,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
233,6,Hirwa,2023,12,M,1,49.1,26.6,15.7,8.6,3.62,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
234,6,Hirwa,2012,0,M,4,40.3,36.3,11.0,12.4,2.43,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
234,6,Hirwa,2013,1,M,3,48.9,40.1,19.0,0.0,3.09,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,3.0,46.37,1.0,2.0,6.4,2.0,1.0
234,6,Hirwa,2014,2,M,4,34.7,28.1,11.4,25.8,2.79,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
234,6,Hirwa,2015,3,M,3,54.1,40.7,17.6,0.0,2.49,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,3.0,54.43,1.33,2.0,10.23,0.0,3.0
234,6,Hirwa,2016,4,M,4,59.8,39.6,9.2,0.0,3.12,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
234,6,Hirwa,2017,5,M,6,42.3,41.7,10.1,5.9,3.95,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,3.0,39.87,1.0,0.33,4.73,1.0,2.0
234,6,Hirwa,2018,6,M,4,21.5,21.4,16.2,40.9,2.51,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,6.0,21.13,2.0,0.17,5.6,2.0,4.0
234,6,Hirwa,2019,7,M,7,45.9,28.0,17.0,9.1,3.61,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
234,6,Hirwa,2020,8,M,5,29.2,27.5,18.8,24.5,3.43,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,,,,,,,
234,6,Hirwa,2021,9,M,3,51.9,31.7,13.0,3.4,3.82,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,4.0,51.2,0.5,1.25,11.53,1.0,3.0
234,6,Hirwa,2022,10,M,5,50.6,34.3,14.4,0.7,3.26,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,5.0,44.44,1.6,2.0,11.04,2.0,3.0
234,6,Hirwa,2023,11,M,7,66.7,36.8,19.6,0.0,3.34,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,,,,,,,
235,6,Hirwa,2012,0,F,6,49.2,26.7,14.2,9.9,2.58,1,17,2,1,6,5,3,1,2.74,1035.6,969.9,,,,,,,
235,6,Hirwa,2013,1,F,7,39.5,22.5,11.5,26.5,2.63,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,,,,,,,
235,6,Hirwa,2014,2,F,6,39.9,34.8,9.2,16.1,4.03,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,4.0,40.0,0.25,2.0,5.45,2.0,2.0
235,6,Hirwa,2015,3,F,5,34.7,35.4,19.8,10.1,2.96,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,,,,,,,
235,6,Hirwa,2016,4,F,1,31.9,45.1,12.6,10.4,3.56,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,,,,,,,
235,6,Hirwa,2017,5,F,6,39.6,29.0,10.6,20.8,3.6,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,5.0,38.66,0.8,2.4,7.04,2.0,3.0
235,6,Hirwa,2018,6,F,5,56.1,41.7,15.1,0.0,2.5,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,3.0,56.47,0.33,2.0,6.6,2.0,1.0
235,6,Hirwa,2019,7,F,4,53.8,36.2,15.8,0.0,3.48,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
235,6,Hirwa,2020,8,F,8,52.0,28.2,14.9,4.9,2.9,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,6.0,55.85,0.17,2.33,11.17,6.0,0.0
235,6,Hirwa,2021,9,F,4,38.8,33.9,10.7,16.6,3.8,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,,,,,,,
235,6,Hirwa,2022,10,F,9,53.8,43.5,16.7,0.0,2.97,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
235,6,Hirwa,2023,11,F,3,54.5,38.6,20.9,0.0,2.27,1,22,2,2,9,5,4,1,2.74,1162.7,1046.1,3.0,56.4,0.67,2.33,20.77,2.0,1.0
236,6,Hirwa,2013,0,M,7,42.7,35.7,13.1,8.5,2.77,1,17,2,0,9,2,4,1,2.74,1019.0,1035.6,6.0,43.57,1.67,1.33,6.73,2.0,4.0
236,6,Hirwa,2014,1,M,5,52.3,32.4,14.7,0.6,2.65,0,18,2,1,7,5,3,1,2.74,1061.7,1019.0,,,,,,,
237,6,Hirwa,2014,0,F,3,41.2,38.3,12.9,7.6,3.5,1,18,2,1,7,5,3,1,2.74,1061.7,1019.0,3.0,42.63,0.0,3.0,8.6,1.0,2.0
237,6,Hirwa,2015,1,F,3,64.5,33.7,22.7,0.0,3.57,1,18,2,1,9,2,4,1,2.74,1342.4,1061.7,,,,,,,
237,6,Hirwa,2016,2,F,5,39.2,29.4,15.9,15.5,3.64,1,18,2,1,6,7,2,1,2.74,1384.6,1342.4,4.0,44.42,0.25,3.75,7.6,2.0,2.0
237,6,Hirwa,2017,3,F,8,43.3,38.1,12.9,5.7,3.89,1,18,2,1,8,3,4,1,2.74,1041.6,1384.6,5.0,47.3,0.8,1.8,9.7,3.0,2.0
237,6,Hirwa,2018,4,F,8,50.0,22.6,19.0,8.4,3.18,1,17,2,1,8,3,3,1,2.74,1118.3,1041.6,6.0,51.12,0.5,2.17,9.02,3.0,3.0
237,6,Hirwa,2019,5,F,6,35.4,34.2,14.1,16.3,2.36,1,17,2,2,8,3,2,1,2.74,1076.1,1118.3,,,,,,,
237,6,Hirwa,2020,6,F,4,36.5,32.5,18.5,12.5,3.22,1,20,2,2,9,2,5,1,2.74,1029.6,1076.1,6.0,42.43,0.83,2.67,13.52,5.0,1.0
237,6,Hirwa,2021,7,F,5,45.0,26.7,16.1,12.2,3.71,1,20,2,1,10,2,5,1,2.74,1072.1,1029.6,4.0,45.55,1.5,2.75,8.95,2.0,2.0
237,6,Hirwa,2022,8,F,10,37.8,32.1,16.5,13.6,3.19,1,20,2,1,10,4,3,1,2.74,1046.1,1072.1,,,,,,,
