individual_id,group_id,group_name,year,age,sex,dominance_rank,forage_pct,rest_pct,social_pct,travel_pct,body_condition_score,group_size,n_silverbacks,multi_male_group,habitat_quality,survived_next_year,annual_rainfall_mm,lagged_rainfall_mm
96,2,Sabyinyo,2022,0,M,4,37.0,29.7,15.7,17.6,2.91,15,2,1,4.18,1,993.1,1036.5
97,2,Sabyinyo,2022,0,F,1,39.5,26.3,15.4,18.8,2.87,15,2,1,4.18,1,993.1,1036.5
51,2,Sabyinyo,2023,21,F,1,51.8,26.2,18.2,3.8,2.89,15,2,1,4.18,1,1213.5,993.1
52,2,Sabyinyo,2023,25,F,3,46.7,33.6,20.5,0.0,2.66,15,2,1,4.18,1,1213.5,993.1
53,2,Sabyinyo,2023,21,F,4,34.2,40.6,16.3,8.9,2.22,15,2,1,4.18,1,1213.5,993.1
54,2,Sabyinyo,2023,31,F,5,35.7,39.3,18.9,6.1,2.45,15,2,1,4.18,1,1213.5,993.1
55,2,Sabyinyo,2023,31,M,2,43.8,24.8,7.1,24.3,2.84,15,2,1,4.18,1,1213.5,993.1
56,2,Sabyinyo,2023,15,F,2,38.6,36.3,18.8,6.3,4.12,15,2,1,4.18,1,1213.5,993.1
57,2,Sabyinyo,2023,19,M,1,57.1,32.3,13.5,0.0,2.79,15,2,1,4.18,1,1213.5,993.1
58,2,Sabyinyo,2023,31,F,2,47.6,28.8,14.7,8.9,2.54,15,2,1,4.18,1,1213.5,993.1
59,2,Sabyinyo,2023,31,M,2,60.7,32.7,15.3,0.0,3.08,15,2,1,4.18,1,1213.5,993.1
60,2,Sabyinyo,2023,15,F,1,43.3,36.2,17.4,3.1,3.12,15,2,1,4.18,1,1213.5,993.1
61,2,Sabyinyo,2023,38,F,4,46.1,25.5,18.9,9.5,3.18,15,2,1,4.18,1,1213.5,993.1
62,2,Sabyinyo,2023,31,F,5,50.6,33.2,15.7,0.5,2.32,15,2,1,4.18,1,1213.5,993.1
63,2,Sabyinyo,2023,23,F,6,42.5,17.9,13.0,26.6,3.55,15,2,1,4.18,1,1213.5,993.1
64,2,Sabyinyo,2023,31,M,1,38.7,25.3,22.2,13.8,3.38,15,2,1,4.18,1,1213.5,993.1
65,2,Sabyinyo,2023,23,F,1,40.6,34.0,10.7,14.7,3.77,15,2,1,4.18,1,1213.5,993.1
66,2,Sabyinyo,2023,28,M,1,35.1,21.0,12.0,31.9,2.6,15,2,1,4.18,1,1213.5,993.1
67,2,Sabyinyo,2023,33,M,2,47.9,23.2,18.0,10.9,2.57,15,2,1,4.18,1,1213.5,993.1
68,2,Sabyinyo,2023,15,M,1,48.7,37.8,12.7,0.8,2.99,15,2,1,4.18,1,1213.5,993.1
69,2,Sabyinyo,2023,13,F,1,40.1,34.7,12.2,13.0,4.01,15,2,1,4.18,1,1213.5,993.1
70,2,Sabyinyo,2023,12,F,6,42.1,20.0,23.1,14.8,3.2,15,2,1,4.18,1,1213.5,993.1
72,2,Sabyinyo,2023,12,M,1,41.9,30.0,19.1,9.0,3.3,15,2,1,4.18,1,1213.5,993.1
74,2,Sabyinyo,2023,10,F,1,53.4,29.8,18.1,0.0,3.05,15,2,1,4.18,1,1213.5,993.1
75,2,Sabyinyo,2023,8,M,4,44.1,35.9,6.5,13.5,3.59,15,2,1,4.18,1,1213.5,993.1
76,2,Sabyinyo,2023,8,F,2,41.0,19.7,11.9,27.4,4.01,15,2,1,4.18,1,1213.5,993.1
77,2,Sabyinyo,2023,8,M,4,46.1,29.5,13.7,10.7,2.99,15,2,1,4.18,1,1213.5,993.1
78,2,Sabyinyo,2023,8,M,7,34.2,30.1,22.6,13.1,3.44,15,2,1,4.18,1,1213.5,993.1
79,2,Sabyinyo,2023,8,M,3,37.0,16.1,17.7,29.2,4.19,15,2,1,4.18,1,1213.5,993.1
80,2,Sabyinyo,2023,8,F,2,46.8,33.0,13.6,6.6,2.55,15,2,1,4.18,1,1213.5,993.1
81,2,Sabyinyo,2023,8,M,7,33.5,34.1,16.9,15.5,2.76,15,2,1,4.18,1,1213.5,993.1
82,2,Sabyinyo,2023,7,F,6,43.0,28.9,11.5,16.6,3.21,15,2,1,4.18,1,1213.5,993.1
83,2,Sabyinyo,2023,7,F,4,50.3,40.6,19.2,0.0,3.05,15,2,1,4.18,1,1213.5,993.1
84,2,Sabyinyo,2023,7,F,6,34.6,29.5,16.3,19.6,3.02,15,2,1,4.18,1,1213.5,993.1
85,2,Sabyinyo,2023,7,M,4,50.4,37.1,25.2,0.0,2.5,15,2,1,4.18,1,1213.5,993.1
86,2,Sabyinyo,2023,7,F,1,52.6,35.0,13.8,0.0,2.29,15,2,1,4.18,1,1213.5,993.1
87,2,Sabyinyo,2023,6,M,6,35.3,34.3,18.3,12.1,2.65,15,2,1,4.18,1,1213.5,993.1
88,2,Sabyinyo,2023,6,M,5,22.3,38.2,18.0,21.5,1.99,15,2,1,4.18,1,1213.5,993.1
89,2,Sabyinyo,2023,6,F,2,45.0,36.7,23.2,0.0,2.41,15,2,1,4.18,1,1213.5,993.1
90,2,Sabyinyo,2023,5,F,3,31.5,28.2,14.6,25.7,2.1,15,2,1,4.18,1,1213.5,993.1
92,2,Sabyinyo,2023,3,M,5,40.8,36.8,12.6,9.8,3.99,15,2,1,4.18,1,1213.5,993.1
93,2,Sabyinyo,2023,2,M,7,41.1,21.4,17.8,19.7,3.32,15,2,1,4.18,1,1213.5,993.1
94,2,Sabyinyo,2023,1,M,5,31.2,38.0,25.0,5.8,2.93,15,2,1,4.18,1,1213.5,993.1
95,2,Sabyinyo,2023,1,M,3,51.4,34.8,15.6,0.0,3.07,15,2,1,4.18,1,1213.5,993.1
96,2,Sabyinyo,2023,1,M,7,43.8,33.1,15.2,7.9,2.41,15,2,1,4.18,1,1213.5,993.1
97,2,Sabyinyo,2023,1,F,1,44.3,18.7,21.2,15.8,2.79,15,2,1,4.18,1,1213.5,993.1
101,3,Amahoro,2010,10,F,2,57.9,35.0,26.1,0.0,2.47,11,1,0,3.49,1,1086.3,1086.3
102,3,Amahoro,2010,25,F,4,48.6,28.4,17.2,5.8,2.24,11,1,0,3.49,1,1086.3,1086.3
103,3,Amahoro,2010,25,F,2,41.5,40.3,11.9,6.3,2.86,11,1,0,3.49,1,1086.3,1086.3
104,3,Amahoro,2010,2,M,7,54.3,25.0,7.0,13.7,2.27,11,1,0,3.49,0,1086.3,1086.3
105,3,Amahoro,2010,20,M,1,46.7,26.6,21.0,5.7,2.99,11,1,0,3.49,0,1086.3,1086.3
106,3,Amahoro,2010,20,F,1,40.0,30.6,16.4,13.0,2.66,11,1,0,3.49,1,1086.3,1086.3
107,3,Amahoro,2010,25,M,1,69.7,31.7,15.5,0.0,3.27,11,1,0,3.49,1,1086.3,1086.3
108,3,Amahoro,2010,0,F,5,45.4,33.2,15.7,5.7,2.9,11,1,0,3.49,1,1086.3,1086.3
109,3,Amahoro,2010,0,F,3,44.6,22.6,20.6,12.2,2.5,11,1,0,3.49,1,1086.3,1086.3
110,3,Amahoro,2010,6,F,4,37.9,21.3,12.9,27.9,3.25,11,1,0,3.49,1,1086.3,1086.3
111,3,Amahoro,2010,10,F,3,52.7,25.9,7.4,14.0,3.34,11,1,0,3.49,1,1086.3,1086.3
101,3,Amahoro,2011,11,F,1,45.6,32.1,13.6,8.7,2.8,10,1,0,3.49,1,1109.2,1086.3
102,3,Amahoro,2011,26,F,1,33.1,39.9,17.3,9.7,2.85,10,1,0,3.49,1,1109.2,1086.3
103,3,Amahoro,2011,26,F,1,38.7,33.6,9.4,18.3,3.33,10,1,0,3.49,1,1109.2,1086.3
106,3,Amahoro,2011,21,F,1,55.3,30.2,11.3,3.2,2.3,10,1,0,3.49,1,1109.2,1086.3
107,3,Amahoro,2011,26,M,1,47.3,24.5,19.4,8.8,3.54,10,1,0,3.49,1,1109.2,1086.3
108,3,Amahoro,2011,1,F,2,45.0,26.4,10.0,18.6,3.26,10,1,0,3.49,1,1109.2,1086.3
109,3,Amahoro,2011,1,F,2,49.4,25.0,11.0,14.6,3.59,10,1,0,3.49,1,1109.2,1086.3
110,3,Amahoro,2011,7,F,3,44.5,37.2,14.5,3.8,2.01,10,1,0,3.49,1,1109.2,1086.3
111,3,Amahoro,2011,11,F,1,47.5,26.1,7.4,19.0,3.28,10,1,0,3.49,1,1109.2,1086.3
101,3,Amahoro,2012,12,F,1,45.4,25.1,21.2,8.3,2.38,10,1,0,3.49,1,1055.0,1109.2
102,3,Amahoro,2012,27,F,5,57.3,30.1,16.1,0.0,3.87,10,1,0,3.49,1,1055.0,1109.2
103,3,Amahoro,2012,27,F,1,55.4,24.7,20.5,0.0,4.31,10,1,0,3.49,1,1055.0,1109.2
106,3,Amahoro,2012,22,F,3,36.0,36.4,10.9,16.7,3.37,10,1,0,3.49,1,1055.0,1109.2
107,3,Amahoro,2012,27,M,1,66.3,30.8,10.3,0.0,5.0,10,1,0,3.49,1,1055.0,1109.2
108,3,Amahoro,2012,2,F,1,33.3,41.2,8.5,17.0,2.99,10,1,0,3.49,1,1055.0,1109.2
109,3,Amahoro,2012,2,F,5,51.3,32.5,11.3,4.9,2.95,10,1,0,3.49,1,1055.0,1109.2
110,3,Amahoro,2012,8,F,5,49.3,23.5,15.7,11.5,2.67,10,1,0,3.49,1,1055.0,1109.2
111,3,Amahoro,2012,12,F,4,53.7,22.4,10.0,13.9,3.75,10,1,0,3.49,1,1055.0,1109.2
101,3,Amahoro,2013,13,F,1,43.7,31.3,12.0,13.0,2.64,7,1,0,3.49,1,1006.9,1055.0
102,3,Amahoro,2013,28,F,2,42.9,39.0,17.3,0.8,3.33,7,1,0,3.49,1,1006.9,1055.0
103,3,Amahoro,2013,28,F,2,38.5,31.9,5.4,24.2,3.77,7,1,0,3.49,1,1006.9,1055.0
106,3,Amahoro,2013,23,F,2,37.7,30.0,14.7,17.6,3.17,7,1,0,3.49,0,1006.9,1055.0
107,3,Amahoro,2013,28,M,1,47.8,36.5,19.3,0.0,3.21,7,1,0,3.49,1,1006.9,1055.0
108,3,Amahoro,2013,3,F,1,32.4,36.5,15.2,15.9,3.59,7,1,0,3.49,1,1006.9,1055.0
109,3,Amahoro,2013,3,F,1,43.2,30.1,13.4,13.3,3.21,7,1,0,3.49,1,1006.9,1055.0
110,3,Amahoro,2013,9,F,1,38.7,40.6,15.4,5.3,3.31,7,1,0,3.49,1,1006.9,1055.0
111,3,Amahoro,2013,13,F,2,48.4,34.8,12.9,3.9,2.74,7,1,0,3.49,1,1006.9,1055.0
112,3,Amahoro,2013,0,F,1,50.2,23.4,20.0,6.4,3.22,7,1,0,3.49,1,1006.9,1055.0
101,3,Amahoro,2014,14,F,2,50.7,23.5,17.0,8.8,2.87,7,1,0,3.49,1,1031.1,1006.9
102,3,Amahoro,2014,29,F,1,49.5,30.0,14.7,5.8,3.82,7,1,0,3.49,1,1031.1,1006.9
103,3,Amahoro,2014,29,F,2,51.0,25.9,14.4,8.7,2.77,7,1,0,3.49,1,1031.1,1006.9
107,3,Amahoro,2014,29,M,1,58.4,32.7,19.9,0.0,2.29,7,1,0,3.49,1,1031.1,1006.9
108,3,Amahoro,2014,4,F,1,34.4,34.6,15.0,16.0,2.18,7,1,0,3.49,1,1031.1,1006.9
109,3,Amahoro,2014,4,F,1,40.2,37.0,8.3,14.5,2.24,7,1,0,3.49,1,1031.1,1006.9
110,3,Amahoro,2014,10,F,2,41.5,38.6,8.7,11.2,2.87,7,1,0,3.49,1,1031.1,1006.9
111,3,Amahoro,2014,14,F,3,46.4,24.5,19.7,9.4,3.02,7,1,0,3.49,1,1031.1,1006.9
112,3,Amahoro,2014,1,F,1,34.3,28.7,28.0,9.0,3.4,7,1,0,3.49,1,1031.1,1006.9
101,3,Amahoro,2015,15,F,3,32.0,23.4,12.9,31.7,3.38,7,1,0,3.49,1,1326.7,1031.1
102,3,Amahoro,2015,30,F,2,50.5,17.1,16.8,15.6,2.77,7,1,0,3.49,1,1326.7,1031.1
103,3,Amahoro,2015,30,F,2,63.4,28.7,11.9,0.0,3.85,7,1,0,3.49,1,1326.7,1031.1
107,3,Amahoro,2015,30,M,1,54.5,36.1,5.4,4.0,3.0,7,1,0,3.49,1,1326.7,1031.1
108,3,Amahoro,2015,5,F,1,38.6,30.2,16.7,14.5,2.83,7,1,0,3.49,1,1326.7,1031.1
109,3,Amahoro,2015,5,F,2,41.2,37.0,18.1,3.7,2.6,7,1,0,3.49,1,1326.7,1031.1
110,3,Amahoro,2015,11,F,3,47.5,22.6,13.9,16.0,3.39,7,1,0,3.49,1,1326.7,1031.1
111,3,Amahoro,2015,15,F,3,33.0,36.9,12.3,17.8,2.49,7,1,0,3.49,1,1326.7,1031.1
112,3,Amahoro,2015,2,F,1,44.2,37.4,15.4,3.0,2.87,7,1,0,3.49,1,1326.7,1031.1
113,3,Amahoro,2015,0,M,7,44.5,32.7,15.8,7.0,3.6,7,1,0,3.49,1,1326.7,1031.1
114,3,Amahoro,2015,0,M,5,55.6,23.3,11.0,10.1,2.93,7,1,0,3.49,1,1326.7,1031.1
101,3,Amahoro,2016,16,F,1,64.9,28.3,13.7,0.0,3.85,7,1,0,3.49,1,1423.5,1326.7
102,3,Amahoro,2016,31,F,1,46.3,23.7,14.5,15.5,3.49,7,1,0,3.49,1,1423.5,1326.7
103,3,Amahoro,2016,31,F,2,46.2,41.8,12.5,0.0,3.18,7,1,0,3.49,1,1423.5,1326.7
107,3,Amahoro,2016,31,M,1,51.6,34.9,18.8,0.0,4.33,7,1,0,3.49,1,1423.5,1326.7
108,3,Amahoro,2016,6,F,1,48.7,34.3,13.0,4.0,4.12,7,1,0,3.49,1,1423.5,1326.7
109,3,Amahoro,2016,6,F,2,51.9,21.9,18.0,8.2,3.92,7,1,0,3.49,1,1423.5,1326.7
110,3,Amahoro,2016,12,F,1,40.8,24.2,18.0,17.0,3.68,7,1,0,3.49,1,1423.5,1326.7
111,3,Amahoro,2016,16,F,1,45.4,34.3,13.5,6.8,4.89,7,1,0,3.49,1,1423.5,1326.7
112,3,Amahoro,2016,3,F,1,38.8,26.8,20.8,13.6,4.06,7,1,0,3.49,1,1423.5,1326.7
113,3,Amahoro,2016,1,M,6,42.3,33.2,17.7,6.8,3.75,7,1,0,3.49,1,1423.5,1326.7
114,3,Amahoro,2016,1,M,5,52.2,24.0,22.2,1.6,4.01,7,1,0,3.49,1,1423.5,1326.7
101,3,Amahoro,2017,17,F,2,46.8,39.5,9.8,3.9,3.58,6,1,0,3.49,1,870.7,1423.5
102,3,Amahoro,2017,32,F,2,38.7,32.6,13.0,15.7,3.94,6,1,0,3.49,1,870.7,1423.5
103,3,Amahoro,2017,32,F,1,43.7,24.8,15.3,16.2,4.26,6,1,0,3.49,1,870.7,1423.5
107,3,Amahoro,2017,32,M,1,50.6,31.4,17.5,0.5,3.37,6,1,0,3.49,1,870.7,1423.5
108,3,Amahoro,2017,7,F,2,38.4,32.4,11.2,18.0,2.82,6,1,0,3.49,1,870.7,1423.5
109,3,Amahoro,2017,7,F,1,53.3,22.4,16.9,7.4,3.5,6,1,0,3.49,1,870.7,1423.5
110,3,Amahoro,2017,13,F,2,66.7,34.8,16.0,0.0,4.05,6,1,0,3.49,1,870.7,1423.5
111,3,Amahoro,2017,17,F,2,48.7,22.6,14.2,14.5,3.53,6,1,0,3.49,1,870.7,1423.5
112,3,Amahoro,2017,4,F,1,45.2,32.2,17.1,5.5,4.12,6,1,0,3.49,1,870.7,1423.5
113,3,Amahoro,2017,2,M,7,41.5,34.6,17.8,6.1,4.55,6,1,0,3.49,1,870.7,1423.5
114,3,Amahoro,2017,2,M,7,22.3,37.0,6.4,34.3,3.71,6,1,0,3.49,0,870.7,1423.5
101,3,Amahoro,2018,18,F,1,33.2,26.0,15.5,25.3,2.92,5,1,0,3.49,1,1109.6,870.7
102,3,Amahoro,2018,33,F,1,41.1,26.3,12.1,20.5,2.53,5,1,0,3.49,1,1109.6,870.7
103,3,Amahoro,2018,33,F,2,45.3,20.1,13.2,21.4,3.02,5,1,0,3.49,1,1109.6,870.7
107,3,Amahoro,2018,33,M,1,41.9,44.3,6.4,7.4,2.39,5,1,0,3.49,1,1109.6,870.7
108,3,Amahoro,2018,8,F,2,29.5,35.3,9.7,25.5,1.75,5,1,0,3.49,1,1109.6,870.7
109,3,Amahoro,2018,8,F,1,42.9,22.2,9.1,25.8,1.87,5,1,0,3.49,1,1109.6,870.7
110,3,Amahoro,2018,14,F,1,47.7,28.4,14.4,9.5,2.13,5,1,0,3.49,1,1109.6,870.7
111,3,Amahoro,2018,18,F,2,44.2,37.4,9.2,9.2,2.47,5,1,0,3.49,1,1109.6,870.7
112,3,Amahoro,2018,5,F,1,55.5,29.1,19.5,0.0,2.96,5,1,0,3.49,1,1109.6,870.7
113,3,Amahoro,2018,3,M,7,52.9,34.0,14.8,0.0,1.81,5,1,0,3.49,1,1109.6,870.7
101,3,Amahoro,2019,19,F,1,51.4,32.0,8.5,8.1,2.91,5,1,0,3.49,1,1175.9,1109.6
102,3,Amahoro,2019,34,F,2,33.2,36.1,9.9,20.8,2.48,5,1,0,3.49,1,1175.9,1109.6
103,3,Amahoro,2019,34,F,2,50.8,34.8,19.1,0.0,2.46,5,1,0,3.49,1,1175.9,1109.6
107,3,Amahoro,2019,34,M,1,44.7,28.2,12.8,14.3,2.56,5,1,0,3.49,1,1175.9,1109.6
108,3,Amahoro,2019,9,F,2,62.3,18.8,13.0,5.9,3.59,5,1,0,3.49,1,1175.9,1109.6
109,3,Amahoro,2019,9,F,1,66.5,25.9,12.8,0.0,3.73,5,1,0,3.49,1,1175.9,1109.6
110,3,Amahoro,2019,15,F,1,54.6,29.8,14.7,0.9,4.22,5,1,0,3.49,1,1175.9,1109.6
111,3,Amahoro,2019,19,F,2,31.4,24.6,17.8,26.2,3.54,5,1,0,3.49,1,1175.9,1109.6
112,3,Amahoro,2019,6,F,1,41.3,37.7,19.2,1.8,3.2,5,1,0,3.49,1,1175.9,1109.6
113,3,Amahoro,2019,4,M,5,59.6,25.9,20.5,0.0,3.58,5,1,0,3.49,1,1175.9,1109.6
101,3,Amahoro,2020,20,F,1,38.6,31.8,16.7,12.9,3.31,4,1,0,3.49,1,1081.6,1175.9
102,3,Amahoro,2020,35,F,1,35.8,23.2,11.8,29.2,3.46,4,1,0,3.49,1,1081.6,1175.9
103,3,Amahoro,2020,35,F,1,37.7,37.1,11.1,14.1,3.26,4,1,0,3.49,1,1081.6,1175.9
107,3,Amahoro,2020,35,M,1,45.7,26.4,10.3,17.6,3.67,4,1,0,3.49,1,1081.6,1175.9
108,3,Amahoro,2020,10,F,1,35.2,37.8,19.0,8.0,3.66,4,1,0,3.49,1,1081.6,1175.9
109,3,Amahoro,2020,10,F,1,48.8,38.8,17.6,0.0,3.46,4,1,0,3.49,1,1081.6,1175.9
110,3,Amahoro,2020,16,F,1,43.4,27.9,14.0,14.7,3.7,4,1,0,3.49,1,1081.6,1175.9
111,3,Amahoro,2020,20,F,1,48.7,37.3,13.7,0.3,4.18,4,1,0,3.49,1,1081.6,1175.9
112,3,Amahoro,2020,7,F,1,28.8,28.8,13.0,29.4,3.7,4,1,0,3.49,1,1081.6,1175.9
113,3,Amahoro,2020,5,M,3,49.6,31.5,19.6,0.0,4.43,4,1,0,3.49,1,1081.6,1175.9
101,3,Amahoro,2021,21,F,1,38.0,23.9,19.1,19.0,3.58,3,1,0,3.49,1,1036.5,1081.6
102,3,Amahoro,2021,36,F,1,43.3,24.8,16.1,15.8,2.84,3,1,0,3.49,1,1036.5,1081.6
103,3,Amahoro,2021,36,F,1,52.3,32.8,17.1,0.0,1.98,3,1,0,3.49,1,1036.5,1081.6
107,3,Amahoro,2021,36,M,1,52.6,26.3,18.8,2.3,2.73,3,1,0,3.49,1,1036.5,1081.6
108,3,Amahoro,2021,11,F,1,38.7,22.8,10.4,28.1,4.27,3,1,0,3.49,1,1036.5,1081.6
109,3,Amahoro,2021,11,F,1,49.9,33.2,15.6,1.3,2.89,3,1,0,3.49,1,1036.5,1081.6
110,3,Amahoro,2021,17,F,1,47.8,31.6,16.7,3.9,3.44,3,1,0,3.49,1,1036.5,1081.6
111,3,Amahoro,2021,21,F,1,46.2,38.1,14.7,1.0,2.85,3,1,0,3.49,0,1036.5,1081.6
112,3,Amahoro,2021,8,F,1,51.2,33.7,14.1,1.0,2.33,3,1,0,3.49,1,1036.5,1081.6
113,3,Amahoro,2021,6,M,3,47.7,26.2,16.0,10.1,3.52,3,1,0,3.49,1,1036.5,1081.6
101,3,Amahoro,2022,22,F,1,49.0,23.4,18.4,9.2,2.89,3,1,0,3.49,1,993.1,1036.5
102,3,Amahoro,2022,37,F,1,29.1,22.3,13.0,35.6,3.27,3,1,0,3.49,1,993.1,1036.5
103,3,Amahoro,2022,37,F,1,48.2,25.9,14.2,11.7,2.83,3,1,0,3.49,1,993.1,1036.5
107,3,Amahoro,2022,37,M,1,58.4,32.4,18.0,0.0,3.17,3,1,0,3.49,0,993.1,1036.5
108,3,Amahoro,2022,12,F,1,54.9,26.3,17.0,1.8,3.27,3,1,0,3.49,1,993.1,1036.5
109,3,Amahoro,2022,12,F,1,25.3,35.4,13.3,26.0,3.25,3,1,0,3.49,1,993.1,1036.5
110,3,Amahoro,2022,18,F,1,34.6,26.3,10.7,28.4,3.11,3,1,0,3.49,1,993.1,1036.5
112,3,Amahoro,2022,9,F,1,43.6,34.8,13.0,8.6,3.22,3,1,0,3.49,1,993.1,1036.5
113,3,Amahoro,2022,7,M,4,34.9,32.6,21.8,10.7,3.0,3,1,0,3.49,1,993.1,1036.5
101,3,Amahoro,2023,23,F,1,37.2,40.4,18.9,3.5,2.48,2,1,0,3.49,1,1213.5,993.1
102,3,Amahoro,2023,38,F,1,45.9,22.3,18.5,13.3,2.27,2,1,0,3.49,1,1213.5,993.1
103,3,Amahoro,2023,38,F,1,34.7,35.5,18.0,11.8,2.57,2,1,0,3.49,1,1213.5,993.1
108,3,Amahoro,2023,13,F,1,44.3,31.8,13.2,10.7,3.07,2,1,0,3.49,1,1213.5,993.1
109,3,Amahoro,2023,13,F,1,45.4,33.2,12.4,9.0,2.8,2,1,0,3.49,1,1213.5,993.1
110,3,Amahoro,2023,19,F,1,34.7,38.9,17.0,9.4,2.81,2,1,0,3.49,1,1213.5,993.1
112,3,Amahoro,2023,10,F,1,46.8,20.1,17.3,15.8,2.56,2,1,0,3.49,1,1213.5,993.1
113,3,Amahoro,2023,8,M,5,50.9,40.9,9.4,0.0,1.38,2,1,0,3.49,1,1213.5,993.1
116,4,Umubano,2010,12,M,1,27.0,32.0,13.9,27.1,3.57,10,1,0,4.07,1,1086.3,1086.3
117,4,Umubano,2010,3,F,2,39.6,22.7,16.9,20.8,3.9,10,1,0,4.07,1,1086.3,1086.3
118,4,Umubano,2010,18,F,3,56.3,27.1,17.5,0.0,3.19,10,1,0,4.07,1,1086.3,1086.3
119,4,Umubano,2010,5,F,3,42.4,27.9,6.7,23.0,3.66,10,1,0,4.07,1,1086.3,1086.3
120,4,Umubano,2010,5,F,3,35.9,23.8,17.5,22.8,3.32,10,1,0,4.07,1,1086.3,1086.3
121,4,Umubano,2010,15,M,1,50.5,17.8,11.5,20.2,3.04,10,1,0,4.07,1,1086.3,1086.3
122,4,Umubano,2010,1,M,6,43.2,21.6,16.6,18.6,3.83,10,1,0,4.07,1,1086.3,1086.3
123,4,Umubano,2010,2,M,7,52.7,34.0,10.9,2.4,3.41,10,1,0,4.07,1,1086.3,1086.3
124,4,Umubano,2010,25,M,1,31.0,24.5,10.6,33.9,3.44,10,1,0,4.07,1,1086.3,1086.3
125,4,Umubano,2010,2,M,5,34.9,40.7,13.3,11.1,3.43,10,1,0,4.07,0,1086.3,1086.3
116,4,Umubano,2011,13,M,1,35.2,38.5,21.2,5.1,3.57,12,1,0,4.07,1,1109.2,1086.3
117,4,Umubano,2011,4,F,3,46.2,25.8,21.8,6.2,3.26,12,1,0,4.07,1,1109.2,1086.3
118,4,Umubano,2011,19,F,1,42.2,29.6,13.5,14.7,3.57,12,1,0,4.07,1,1109.2,1086.3
119,4,Umubano,2011,6,F,3,50.6,31.8,6.8,10.8,2.34,12,1,0,4.07,1,1109.2,1086.3
120,4,Umubano,2011,6,F,5,55.0,30.5,11.1,3.4,3.56,12,1,0,4.07,1,1109.2,1086.3
121,4,Umubano,2011,16,M,1,60.4,12.7,13.0,13.9,3.08,12,1,0,4.07,1,1109.2,1086.3
122,4,Umubano,2011,2,M,5,37.8,19.2,2.0,41.0,3.74,12,1,0,4.07,1,1109.2,1086.3
123,4,Umubano,2011,3,M,7,43.6,33.9,12.9,9.6,2.64,12,1,0,4.07,1,1109.2,1086.3
124,4,Umubano,2011,26,M,1,37.5,34.1,19.8,8.6,3.65,12,1,0,4.07,1,1109.2,1086.3
126,4,Umubano,2011,0,M,7,42.6,38.1,14.2,5.1,3.9,12,1,0,4.07,0,1109.2,1086.3
127,4,Umubano,2011,0,M,5,53.5,20.3,10.2,16.0,3.35,12,1,0,4.07,1,1109.2,1086.3
116,4,Umubano,2012,14,M,1,49.2,29.6,14.8,6.4,3.88,12,1,0,4.07,1,1055.0,1109.2
117,4,Umubano,2012,5,F,4,35.8,24.2,12.4,27.6,3.2,12,1,0,4.07,1,1055.0,1109.2
118,4,Umubano,2012,20,F,4,41.7,36.1,18.9,3.3,3.87,12,1,0,4.07,1,1055.0,1109.2
119,4,Umubano,2012,7,F,1,38.0,31.6,14.1,16.3,2.6,12,1,0,4.07,1,1055.0,1109.2
120,4,Umubano,2012,7,F,3,29.6,44.1,10.9,15.4,2.67,12,1,0,4.07,1,1055.0,1109.2
121,4,Umubano,2012,17,M,1,41.4,24.2,18.4,16.0,2.34,12,1,0,4.07,1,1055.0,1109.2
122,4,Umubano,2012,3,M,3,44.5,19.8,11.8,23.9,3.32,12,1,0,4.07,1,1055.0,1109.2
123,4,Umubano,2012,4,M,5,39.2,33.3,15.5,12.0,2.85,12,1,0,4.07,1,1055.0,1109.2
124,4,Umubano,2012,27,M,1,51.8,26.3,9.2,12.7,2.74,12,1,0,4.07,1,1055.0,1109.2
127,4,Umubano,2012,1,M,7,27.2,41.3,15.2,16.3,2.33,12,1,0,4.07,1,1055.0,1109.2
116,4,Umubano,2013,15,M,1,48.0,38.7,12.6,0.7,3.35,14,1,0,4.07,1,1006.9,1055.0
117,4,Umubano,2013,6,F,6,51.0,31.4,20.6,0.0,2.94,14,1,0,4.07,1,1006.9,1055.0
118,4,Umubano,2013,21,F,3,42.8,28.0,12.3,16.9,3.17,14,1,0,4.07,1,1006.9,1055.0
119,4,Umubano,2013,8,F,4,42.5,20.4,15.1,22.0,3.04,14,1,0,4.07,1,1006.9,1055.0
120,4,Umubano,2013,8,F,6,31.6,31.8,8.8,27.8,3.33,14,1,0,4.07,1,1006.9,1055.0
121,4,Umubano,2013,18,M,1,36.4,25.3,17.2,21.1,2.92,14,1,0,4.07,1,1006.9,1055.0
122,4,Umubano,2013,4,M,5,50.2,29.5,16.5,3.8,2.66,14,1,0,4.07,1,1006.9,1055.0
123,4,Umubano,2013,5,M,3,50.2,25.2,19.4,5.2,3.53,14,1,0,4.07,1,1006.9,1055.0
124,4,Umubano,2013,28,M,1,48.5,30.8,13.8,6.9,2.81,14,1,0,4.07,1,1006.9,1055.0
127,4,Umubano,2013,2,M,5,41.4,19.6,15.4,23.6,3.05,14,1,0,4.07,1,1006.9,1055.0
128,4,Umubano,2013,0,M,4,57.0,30.7,13.6,0.0,2.63,14,1,0,4.07,1,1006.9,1055.0
129,4,Umubano,2013,0,M,6,52.5,34.7,15.1,0.0,2.7,14,1,0,4.07,1,1006.9,1055.0
116,4,Umubano,2014,16,M,1,35.0,31.3,12.1,21.6,2.07,16,1,0,4.07,1,1031.1,1006.9
